username,country,score,date_written,positive,negative,tags,hotel
Rodriguez,España,8.0,Escrito en 5 de enero de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 9 noches', '•Enviado por móvil']",PamplonaYamaguchi
Elena,España,10.0,Escrito en 3 de enero de 2025,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Alberto,España,9.0,Escrito en 26 de diciembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 10 noches', '•Enviado por móvil']",PamplonaYamaguchi
Estefanía,España,10.0,Escrito en 22 de diciembre de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Teresa,España,10.0,Escrito en 15 de diciembre de 2024,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Aratz,España,8.0,Escrito en 8 de diciembre de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Sandra,España,10.0,Escrito en 6 de diciembre de 2024,,,"['•Viaje de negocios', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Angel,España,8.0,Escrito en 2 de diciembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 5 noches', '•Enviado por móvil']",PamplonaYamaguchi
Pablo,España,10.0,Escrito en 30 de noviembre de 2024,,,"['•Viaje de negocios', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Goia,España,8.0,Escrito en 27 de noviembre de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Myryam,España,9.0,Escrito en 27 de noviembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Alicia,España,8.0,Escrito en 24 de noviembre de 2024,,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Marina,España,9.0,Escrito en 18 de noviembre de 2024,,,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Gumersindo,España,9.0,Escrito en 15 de noviembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Ana,España,8.0,Escrito en 11 de noviembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches']",PamplonaYamaguchi
Raquel,España,10.0,Escrito en 9 de noviembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Rosa,España,10.0,Escrito en 8 de noviembre de 2024,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Monica,España,9.0,Escrito en 4 de noviembre de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Araceli,España,10.0,Escrito en 4 de julio de 2024,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Beatriz,España,8.0,Escrito en 2 de julio de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento con terraza', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
José,España,9.0,Escrito en 28 de junio de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Alejandro,España,10.0,Escrito en 26 de junio de 2024,,,"['•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Carmen,España,9.0,Escrito en 20 de junio de 2024,,,"['•Viaje de negocios', '•Pareja', '•Estudio', '•Estancia de 13 noches', '•Enviado por móvil']",PamplonaYamaguchi
Silvestre,España,10.0,Escrito en 20 de junio de 2024,,,"['•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Jaione,España,9.0,Escrito en 17 de junio de 2024,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Gabriela,México,10.0,Escrito en 14 de junio de 2024,,,"['•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Roi,España,9.0,Escrito en 9 de junio de 2024,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio', '•Estancia de 5 noches', '•Enviado por móvil']",PamplonaYamaguchi
Gotzon,España,8.0,Escrito en 5 de junio de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Francia,España,10.0,Escrito en 1 de junio de 2024,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Jorge,España,10.0,Escrito en 15 de mayo de 2024,,,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",PamplonaYamaguchi
M,España,9.0,Escrito en 14 de mayo de 2024,,,"['•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",PamplonaYamaguchi
María,España,8.0,Escrito en 13 de mayo de 2024,,,"['•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
María,España,10.0,Escrito en 9 de mayo de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 8 noches']",PamplonaYamaguchi
Jose,España,9.0,Escrito en 4 de mayo de 2024,,,"['•Viaje de negocios', '•Grupo', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Maider,España,10.0,Escrito en 3 de mayo de 2024,,,"['•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",PamplonaYamaguchi
Maria,España,10.0,Escrito en 27 de abril de 2024,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Lvb,España,9.0,Escrito en 23 de abril de 2024,,,"['•Viaje de negocios', '•Grupo', '•Estudio', '•Estancia de 1 noche']",PamplonaYamaguchi
Maria,España,8.0,Escrito en 19 de abril de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Miquel88,España,10.0,Escrito en 5 de abril de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento con terraza', '•Estancia de 3 noches']",PamplonaYamaguchi
Serena,España,9.0,Escrito en 4 de abril de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Sonia,España,10.0,Escrito en 2 de abril de 2024,,,"['•Viaje de ocio', '•Persona que viaja sola', '•Apartamento Deluxe', '•Estancia de 5 noches', '•Enviado por móvil']",PamplonaYamaguchi
Mònica,España,9.0,Escrito en 1 de abril de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Jose,España,10.0,Escrito en 30 de marzo de 2024,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Alba,España,10.0,Escrito en 26 de septiembre de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Laura,España,9.0,Escrito en 25 de septiembre de 2023,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Joaquin,España,10.0,Escrito en 24 de septiembre de 2023,,,"['•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Dovale,España,8.0,Escrito en 22 de septiembre de 2023,,,"['•Viaje de negocios', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Marta,España,10.0,Escrito en 20 de septiembre de 2023,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",PamplonaYamaguchi
Juanjosem_,España,10.0,Escrito en 17 de septiembre de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Pablo,España,9.0,Escrito en 17 de septiembre de 2023,,,"['•Viaje de ocio', '•Pareja', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Maria,España,10.0,Escrito en 16 de septiembre de 2023,,,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 12 noches', '•Enviado por móvil']",PamplonaYamaguchi
Javier,España,10.0,Escrito en 9 de septiembre de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Adrián,España,8.0,Escrito en 8 de septiembre de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Laura,España,9.0,Escrito en 7 de septiembre de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 6 noches']",PamplonaYamaguchi
Susana,España,9.0,Escrito en 5 de septiembre de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",PamplonaYamaguchi
Anita,España,8.0,Escrito en 4 de septiembre de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Rocio,España,10.0,Escrito en 3 de septiembre de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Sonia,España,10.0,Escrito en 2 de septiembre de 2023,,,"['•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",PamplonaYamaguchi
Diaz,España,8.0,Escrito en 2 de septiembre de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Gema,España,10.0,Escrito en 1 de septiembre de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Barbara,España,8.0,Escrito en 31 de agosto de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
María,España,10.0,Escrito en 31 de agosto de 2023,,,"['•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Susana,España,10.0,Escrito en 31 de agosto de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Andrés,Italia,10.0,Escrito en 28 de agosto de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Alejandro,España,9.0,Escrito en 28 de agosto de 2023,,,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Marcos,España,8.0,Escrito en 22 de agosto de 2023,,,"['•Viaje de negocios', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Maite,Francia,10.0,Escrito en 22 de agosto de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
María,España,9.0,Escrito en 19 de agosto de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Ana,España,10.0,Escrito en 12 de abril de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 2 noches']",PamplonaYamaguchi
Andrea,España,8.0,Escrito en 11 de abril de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']",PamplonaYamaguchi
Sonia,España,9.0,Escrito en 7 de abril de 2023,,,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 6 noches', '•Enviado por móvil']",PamplonaYamaguchi
Panamos,España,9.0,Escrito en 16 de marzo de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches']",PamplonaYamaguchi
Antonio,España,8.0,Escrito en 12 de marzo de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
David,España,10.0,Escrito en 12 de marzo de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Mª,España,8.0,Escrito en 12 de marzo de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Judith,España,9.0,Escrito en 8 de marzo de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Ana,Italia,8.0,Escrito en 1 de marzo de 2023,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Francisco,España,9.0,Escrito en 27 de febrero de 2023,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche']",PamplonaYamaguchi
Sergio,España,10.0,Escrito en 27 de febrero de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Julio,España,9.0,Escrito en 27 de febrero de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento Deluxe', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Leticia,España,9.0,Escrito en 26 de febrero de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Evaperiquin,España,10.0,Escrito en 22 de febrero de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Shivaroff,España,10.0,Escrito en 22 de febrero de 2023,,,"['•Viaje de negocios', '•Grupo', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Miguel,España,8.0,Escrito en 20 de febrero de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Paula,España,8.0,Escrito en 19 de febrero de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Santiago,España,8.0,Escrito en 18 de febrero de 2023,,,"['•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Natalia,España,8.0,Escrito en 16 de febrero de 2023,,,"['•Persona que viaja sola', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Julia,España,10.0,Escrito en 10 de febrero de 2023,,,"['•Viaje de ocio', '•Pareja', '•Apartamento con terraza', '•Estancia de 9 noches', '•Enviado por móvil']",PamplonaYamaguchi
Jose,España,9.0,Escrito en 10 de febrero de 2023,,,"['•Viaje de negocios', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Ignacio,España,9.0,Escrito en 6 de febrero de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche']",PamplonaYamaguchi
Felix,España,9.0,Escrito en 6 de febrero de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Enrique,España,9.0,Escrito en 5 de febrero de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Álvaro,España,8.0,Escrito en 2 de febrero de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Algora,Burkina Faso,7.0,Escrito en 4 de octubre de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Mari,España,6.0,Escrito en 20 de septiembre de 2024,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Juan,España,6.0,Escrito en 1 de mayo de 2024,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Elixabete,España,5.0,Escrito en 16 de marzo de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Iker,España,1.0,Escrito en 6 de marzo de 2024,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
María,España,6.0,Escrito en 1 de marzo de 2024,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Ariadna,España,7.0,Escrito en 4 de febrero de 2024,,,"['•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Nuria,España,7.0,Escrito en 13 de octubre de 2023,,,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Matilde,España,7.0,Escrito en 27 de agosto de 2023,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Sonia,España,7.0,Escrito en 19 de agosto de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Ximo,España,7.0,Escrito en 20 de julio de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento Deluxe', '•Estancia de 2 noches']",PamplonaYamaguchi
Gil,España,6.0,Escrito en 8 de julio de 2023,,,"['•Viaje de ocio', '•Pareja', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Fernando,España,7.0,Escrito en 3 de julio de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
David,España,6.0,Escrito en 15 de mayo de 2023,,,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']",PamplonaYamaguchi
Elena,España,7.0,Escrito en 7 de mayo de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Mikel,España,7.0,Escrito en 24 de abril de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']",PamplonaYamaguchi
Coralia,España,5.0,Escrito en 16 de abril de 2023,,,"['•Viaje de ocio', '•Grupo', '•Apartamento Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Manuel,España,2.0,Escrito en 26 de marzo de 2023,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Lucia,España,7.0,Escrito en 21 de marzo de 2023,,,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Molina,España,7.0,Escrito en 20 de febrero de 2023,,,"['•Grupo de amigos', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Andoni,España,5.0,Escrito en 27 de diciembre de 2022,,,"['•Viaje de ocio', '•Grupo', '•Estudio', '•Estancia de 1 noche']",PamplonaYamaguchi
Anónimo,España,10.0,Escrito en 4 de septiembre de 2025,,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']",PamplonaYamaguchi
Anónimo,España,10.0,Escrito en 17 de julio de 2025,,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Anónimo,España,9.0,Escrito en 20 de julio de 2023,,,"['•Viaje de ocio', '•Pareja', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']",PamplonaYamaguchi
Anónimo,España,10.0,Escrito en 18 de junio de 2023,,,"['•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",PamplonaYamaguchi
Claudia,España,8.0,Escrito en 14 de diciembre de 2025,La limpieza.,El colchón del sofá cama y que no había jabón en la ducha,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios con balcón', '•Estancia de 1 noche', '•Enviado por móvil']",ValenciaAbastos
Juanjo62,España,9.0,Escrito en 4 de diciembre de 2025,"La ubicación, la cama y la limpieza",,"['•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",ValenciaAbastos
Fuentes,España,8.0,Escrito en 4 de noviembre de 2025,Todo muy bien,Para aparcar está bastante mal y los parking cercanos son muy caros,"['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",ValenciaAbastos
Karla,México,8.0,Escrito en 20 de octubre de 2025,La decoración,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",ValenciaAbastos
María,España,8.0,Escrito en 9 de octubre de 2025,la ubicación me encantó,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche']",ValenciaAbastos
Genoveva,España,9.0,Escrito en 25 de septiembre de 2025,"Situación buena,cerca del centro tanto andando como en autobús.El apartamento fenomenal.","No me gusta tener que hacer todo tan impersonal(entrada y salida),solo a través de una pantalla.","['•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",ValenciaAbastos
Nuria,España,8.0,Escrito en 24 de septiembre de 2025,"El alojamiento está muy bien en general, cómodo, con buena ubicación. 
Esta última vez que nos hemos quedado nos dieron un kit de bienvenida con cosas básicas como estropajo, balletas  y cosas de limpieza que se agradecen, ya que cogemos un apartamento.","Había algunos bichitos, pero supongo por la estación del año. 
El sofá si está algo sucio.","['•Pareja', '•Apartamento de 1 dormitorio con terraza', '•Estancia de 2 noches', '•Enviado por móvil']",ValenciaAbastos
Victoria,España,8.0,Escrito en 19 de septiembre de 2025,Que es pet friendly,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",ValenciaAbastos
Carmen,España,8.0,Escrito en 9 de septiembre de 2025,"Salón/Cocina
Colchon",,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 2 dormitorios con balcón', '•Estancia de 2 noches', '•Enviado por móvil']",ValenciaAbastos
Sol,España,7.0,Escrito en 28 de agosto de 2025,La ubicación,"El aire acondicionado estaba sucio por dentro, tenia moho, al menos por la noche pasamos hasta frio teniendo todo cerrado. 
Se escuchaba mucho el ruido de una habitación a otra
En la habitación habia varias moscas pequeñas y las mesitas de noche estaban sucias. 
Pero el resto bien","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']",ValenciaAbastos
Maria,España,9.0,Escrito en 13 de agosto de 2025,Esta muy bien situado y fue una estancia muy agradable.,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios con balcón', '•Estancia de 1 noche', '•Enviado por móvil']",ValenciaAbastos
Ignacio,Venezuela,9.0,Escrito en 31 de julio de 2025,Estaba limpio y estaba bien equipado con respecto a lencería de cuartos y baños y equipos de cocina,El sofá cama era un poco incómodo porque se hundía.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",ValenciaAbastos
Iris,España,8.0,Escrito en 20 de julio de 2025,La llegada autónoma es fácil y respondieron rápido,El sofá cama para dos personas es incómodo,"['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios con terraza', '•Estancia de 1 noche', '•Enviado por móvil']",ValenciaAbastos
Gertrudis,Italia,9.0,Escrito en 20 de julio de 2025,"La atención del personal, la limpieza y el regalo de agua, café y snack de bienvenida.No llegué a utilizar la ocina, porque la estancia fue muy corta, pero estaba muy completa y limpia. El colchón perfecto también. Hay un alquiler de bicicletas cerca. (Viajo muchísimo y llevo sin dar una puntuación tan alta desde hace siglos...).","Los alrededores: el personal de las cafeterías cercanas fue muy antipático, al final fui a comprar un refresco y desayuno al supermercado cercano. No recomiendo ir con coche, yo fui en taxi.","['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']",ValenciaAbastos
Pablo,España,8.0,Escrito en 3 de julio de 2025,"El desayuno normalito en un bar cercano.No fué lo mejor del mundo..La ubicación está bastante bien. Hay una parada de autobus cerca de la puerta","la posibilidad de entrar antes de la hora,que no estaba disponible...","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios con terraza', '•Estancia de 1 noche']",ValenciaAbastos
